election,cycle,fecyear,bonica.rid,bonica.cid,name,lname,ffname,fname,mname,title,suffix,party,state,seat,district,distcyc,ico.status,cand.gender,recipient.cfscore,recipient.cfscore.dyn,contributor.cfscore,dwdime,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,irt.cfscore,composite.score,num.givers,num.givers.total,total.receipts,total.disbursements,total.indiv.contribs,total.unitemized,total.pac.contribs,total.party.contribs,total.contribs.from.candidate,ind.exp.support,ind.exp.oppose,prim.vote.pct,pwinner,gen.vote.pct,gwinner,s.elec.stat,r.elec.stat,district.pres.vs,fec.cand.status,recipient.type,igcat,comtype,ICPSR,ICPSR2,Cand.ID,FEC.ID,NID,before.switch.ICPSR,after.switch.ICPSR,party.orig,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status
ND2020,2020,2020,cand188424,31637570707,"piepkorn, merrill",piepkorn,merrill,merrill,,,,100,ND,state:upper,ND-44,,I,M,-0.847,-0.862,-0.862,,,,,,,-3.117702365,18,33,,,,,,,,,,,,,,,,,,cand,,,ND406262272020,ND40626227,ND40626227,,ND40626227,,,,,,,senate,
ND2020,2020,2020,cand188356,5.00003E+15,"gjellstad, melissa",gjellstad,melissa,melissa,,,,100,ND,state:upper,ND-42,,C,F,-0.978,-0.978,-0.905,,,,,,,-2.618337327,45,45,,,,,,,,,,,,,,,,,,cand,,,ND338284892020,ND33828489,ND33828489,,ND33828489,,,,,,,senate,
ND2020,2020,2020,cand188543,35670612180,"haugen, mark",haugen,mark,mark,,,,100,ND,state:treasurer,,,O,M,-1.03,-0.86,-0.905,,,,,,,-2.686782124,17,86,,,,,,,,,,,,,,,,,,cand,,,ND496383212020,ND49638321,ND49638321,,ND49638321,,,,,,,treasurer,
ND2020,2020,2020,cand188395,,"hanson, karla rose",hanson,karla rose,karla,rose,,,100,ND,state:lower,ND-44,,I,F,-0.779,-0.637,,-1.006,,,,,,-2.420342763,42,89,,,,,,,,,,,,,,,,,,cand,,,ND406261752020,ND40626175,ND40626175,,ND40626175,,,,,,,house,
ND2020,2020,2020,cand188599,36021021849,"weber, mark",weber,mark,mark,,,,200,ND,state:upper,ND-22,,O,M,0.956,0.956,1.054,,,,,,,2.224451785,24,24,,,,,,,,,,,,,,,,,,cand,,,ND496383792020,ND49638379,ND49638379,,ND49638379,,,,,,,senate,
ND2020,2020,2020,cand188585,,"hanson, ben m",hanson,ben m,ben,m,,,100,ND,state:lower,ND-46,,C,M,-0.713,-0.713,,,,,,,,-2.007784617,21,21,,,,,,,,,,,,,,,,,,cand,,,ND496383572020,ND49638357,ND49638357,,ND49638357,,,,,,,house,
ND2020,2020,2020,cand188451,,"dick, brandt j",dick,brandt j,brandt,j,,,328,ND,state:office,,,C,M,0.539,0.539,,,,,,,,0.561996825,18,18,,,,,,,,,,,,,,,,,,cand,,,ND438019742020,ND43801974,ND43801974,,ND43801974,,,,,,,superintendent of public instruc,
ND2020,2020,2020,cand188381,37126858362,"gallion, joshua c",gallion,joshua c,joshua,c,,,200,ND,state:office,,,I,M,1.264,1.308,,,,,,,,2.761951911,18,38,,,,,,,,,,,,,,,,,,cand,,,ND496383182020,ND40626136,ND49638318,,ND49638318,,,,,,,auditor,
ND2020,2020,2020,cand188429,,"roers jones, shannon",roers jones,shannon,shannon,,,,200,ND,state:lower,ND-46,,I,F,1.133,1.124,,,,,,,,2.342699963,49,66,,,,,,,,,,,,,,,,,,cand,,,ND406262372020,ND40626237,ND40626237,,ND40626237,,,,,,,house,
ND2020,2020,2020,cand188415,5.00004E+15,"musland, pam",musland,pam,pam,,,,100,ND,state:lower,ND-12,,C,F,-0.631,-0.708,-0.614,,,,,,,-1.500285827,18,23,,,,,,,,,,,,,,,,,,cand,,,ND406262112020,ND40626211,ND40626211,,ND40626211,,,,,,,house,
ND2020,2020,2020,cand188544,5.00004E+15,"breker, kari",breker,kari,kari,,,,100,ND,state:upper,ND-16,,C,F,-0.922,-0.922,-0.961,,,,,,,-2.705204929,18,18,,,,,,,,,,,,,,,,,,cand,,,ND496383222020,ND49638322,ND49638322,,ND49638322,,,,,,,senate,
ND2020,2020,2020,cand188584,,"tomczik, zachary stephen",tomczik,zachary stephen,zachary,stephen,,,100,ND,state:lower,ND-42,,C,M,-0.827,-0.827,,,,,,,,-3.511166841,6,6,,,,,,,,,,,,,,,,,,cand,,,ND496383562020,ND49638356,ND49638356,,ND49638356,,,,,,,house,
ND2020,2020,2020,cand188587,,"hedman, terri",hedman,terri,terri,,,,100,ND,state:upper,ND-46,,C,F,-0.918,-0.918,,,,,,,,-2.565314111,18,18,,,,,,,,,,,,,,,,,,cand,,,ND496383592020,ND49638359,ND49638359,,ND49638359,,,,,,,senate,
ND2020,2020,2020,cand188394,,"godfread, jon",godfread,jon,jon,,,,200,ND,state:office,,,I,M,1.236,1.236,,0.991,,,,,,2.716569722,86,144,,,,,,,,,,,,,,,,,,cand,,,ND406261722020,ND40626172,ND40626172,,ND40626172,,,,,,,insurance commissioner,
ND2020,2020,2020,cand188425,5.00004E+15,"pyle, brandy l",pyle,brandy l,brandy,l,,,200,ND,state:lower,ND-22,,I,F,1.07,1.086,1.248,,,,,,,2.281089848,31,33,,,,,,,,,,,,,,,,,,cand,,,ND406262292020,ND40626229,ND40626229,,ND40626229,,,,,,,house,
ND2020,2020,2020,cand188229,3743287699,"vedaa, shawn",vedaa,shawn,shawn,,,,200,ND,state:upper,ND-6,,I,M,1.151,1.143,1.249,,,,,,,2.354612415,24,26,,,,,,,,,,,,,,,,,,cand,,,ND166620682020,ND16662068,ND16662068,,ND16662068,,,,,,,senate,
ND2020,2020,2020,cand188570,35677885021,"pederson, john martin",pederson,john martin,john,martin,,,100,ND,state:lower,ND-20,,O,M,-0.785,-0.785,-0.99,,,,,,,-2.375456791,10,10,,,,,,,,,,,,,,,,,,cand,,,ND496383372020,ND49638337,ND49638337,,ND49638337,,,,,,,house,
ND2020,2020,2020,cand188566,35817850195,"dakane, hamida",dakane,hamida,hamida,,,,100,ND,state:lower,ND-16,,C,,-0.976,-0.976,-1.009,,,,,,,-2.955289036,8,8,,,,,,,,,,,,,,,,,,cand,,,ND496383332020,ND49638333,ND49638333,,ND49638333,,,,,,,house,
ND2020,2020,2020,cand188575,31417923477,"edin, bradley",edin,bradley,bradley,,,,100,ND,state:lower,ND-24,,C,M,-0.893,-0.893,-0.904,,,,,,,-2.294636461,9,9,,,,,,,,,,,,,,,,,,cand,,,ND496383422020,ND49638342,ND49638342,,ND49638342,,,,,,,house,
ND2020,2020,2020,cand188414,35580980840,"meyer, scott",meyer,scott,scott,,,,200,ND,state:upper,ND-18,,I,M,1.246,1.236,1.308,,,,,,,2.614130628,66,69,,,,,,,,,,,,,,,,,,cand,,,ND406262092020,ND40626209,ND40626209,,ND40626209,,,,,,,senate,
ND2020,2020,2020,cand188405,33491433700,"kannianen, jordan l",kannianen,jordan l,jordan,l,,,200,ND,state:upper,ND-4,,I,M,1.232,1.259,1.299,,,,,,,2.620564527,37,45,,,,,,,,,,,,,,,,,,cand,,,ND406261892020,ND40626189,ND40626189,,ND40626189,,,,,,,senate,
ND2020,2020,2020,cand188386,105514188,"clemens, david",clemens,david,david,,,,200,ND,state:upper,ND-16,,I,M,1.109,1.064,1.469,,,,,,,2.650721822,21,27,,,,,,,,,,,,,,,,,,cand,,,ND406261512020,ND40626151,ND40626151,,ND40626151,,,,,,,senate,
ND2020,2020,2020,cand188374,3680211293,"lemm, randy d",lemm,randy d,randy,d,,,200,ND,state:upper,ND-20,,I,M,1.209,1.209,1.5,,,,,,,3.511848128,23,23,,,,,,,,,,,,,,,,,,cand,,,ND383501812020,ND38350181,ND38350181,,ND38350181,,,,,,,senate,
ND2020,2020,2020,cand188548,36019463465,"holen jr, morris",holen,morris,morris,,,jr,100,ND,state:upper,ND-6,,C,M,-0.841,-0.841,,,,,,,,-3.567885033,6,6,,,,,,,,,,,,,,,,,,cand,,,ND496383262020,ND49638326,ND49638326,,ND49638326,,,,,,,senate,
ND2020,2020,2020,cand188595,,"kaml, cindy",kaml,cindy,cindy,,,,200,ND,state:lower,ND-18,,C,F,1.353,1.353,,,,,,,,2.85994591,8,8,,,,,,,,,,,,,,,,,,cand,,,ND496383742020,ND49638374,ND49638374,,ND49638374,,,,,,,house,
ND2020,2020,2020,cand188583,33500450165,"fortwengler, adam",fortwengler,adam,adam,,,,100,ND,state:lower,ND-42,,C,M,-0.827,-0.827,-1.1,,,,,,,-3.614985928,9,9,,,,,,,,,,,,,,,,,,cand,,,ND496383552020,ND49638355,ND49638355,,ND49638355,,,,,,,house,
ND2020,2020,2020,cand136385,4113318330,"kreun, curtiss eugene",kreun,curtiss eugene,curtiss,eugene,,,200,ND,state:upper,ND-42,,I,M,1.16,1.133,1.305,0.677,,,,,,1.998878939,51,78,,,,,,,,,,,,,,,,,,cand,,,ND66870622020,ND142561,ND6687062,,ND6687062,,,,,,,senate,
ND2020,2020,2020,cand188537,5.00044E+15,"cory, claire",cory,claire,claire,,,,200,ND,state:lower,ND-42,,I,F,1.29,1.367,1.661,,,,,,,1.430939272,12,13,,,,,,,,,,,,,,,,,,cand,,,ND486915142020,ND48691514,ND48691514,,ND48691514,,,,,,,house,
ND2020,2020,2020,cand188641,3818437311,"grabinger, john",grabinger,john,john,,,,100,ND,state:upper,ND-12,,I,M,-0.449,-0.331,-0.671,,,,,,,-1.338036452,17,45,,,,,,,,,,,,,,,,,,cand,,,ND65200052020,ND6520005,ND6520005,,ND6520005,,,,,,,senate,
ND2020,2020,2020,cand188602,37638456077,"anderson, alan r",anderson,alan r,alan,r,,,200,ND,state:upper,ND-34,,O,M,1.29,1.29,1.338,,,,,,,2.913798836,16,16,,,,,,,,,,,,,,,,,,cand,,,ND496383882020,ND49638388,ND49638388,,ND49638388,,,,,,,senate,
ND2020,2020,2020,cand188547,,"finley deville, lisa",finley deville,lisa,lisa,,,,100,ND,state:upper,ND-4,,C,F,-1.144,-1.144,,,,,,,,-2.964461797,9,9,,,,,,,,,,,,,,,,,,cand,,,ND496383252020,ND49638325,ND49638325,,ND49638325,,,,,,,senate,
ND2020,2020,2020,cand188376,,"kroshus, brian k",kroshus,brian k,brian,k,,,200,ND,state:office,,,I,M,1.011,0.923,,0.706,,,,,,2.120651831,16,68,,,,,,,,,,,,,,,,,,cand,,,ND406104172020,ND40610417,ND40610417,,ND40610417,,,,,,,public service commissioner,
ND2020,2020,2020,cand188591,36161782921,"nehring, dave",nehring,dave,dave,,,,200,ND,state:lower,ND-8,,O,M,1.278,1.386,1.278,,,,,,,3.059701982,16,18,,,,,,,,,,,,,,,,,,cand,,,ND496383662020,ND49638366,ND49638366,,ND49638366,,,,,,,house,
ND2020,2020,2020,cand188590,34319525781,"thomas, paul j",thomas,paul j,paul,j,,,200,ND,state:lower,ND-6,,C,M,1.343,1.343,1.398,,,,,,,2.842252637,14,14,,,,,,,,,,,,,,,,,,cand,,,ND496383642020,ND49638364,ND49638364,,ND49638364,,,,,,,house,
ND2020,2020,2020,cand188439,,"andahl, david",andahl,david,david,,,,200,ND,state:lower,ND-8,,O,M,1.308,1.308,,,,,,,,3.538323167,2,2,,,,,,,,,,,,,,,,,,cand,,,ND415358282020,ND41535828,ND41535828,,ND41535828,,,,,,,house,
ND2020,2020,2020,cand188600,37483150799,"christensen, cole",christensen,cole,cole,,,,200,ND,state:lower,ND-24,,C,M,1.405,1.405,1.448,,,,,,,3.655813786,12,12,,,,,,,,,,,,,,,,,,cand,,,ND496383802020,ND49638380,ND49638380,,ND49638380,,,,,,,house,
ND2020,2020,2020,cand188404,35684051527,"jones, terry b",jones,terry b,terry,b,,,200,ND,state:lower,ND-4,,I,M,1.351,1.345,1.363,,,,,,,3.068126803,19,20,,,,,,,,,,,,,,,,,,cand,,,ND406261882020,ND40626188,ND40626188,,ND40626188,,,,,,,house,
ND2020,2020,2020,cand188416,5E+15,"myrdal, janne",myrdal,janne,janne,,,,200,ND,state:upper,ND-10,,I,F,1.25,1.014,1.375,,,,,,,2.711415949,25,41,,,,,,,,,,,,,,,,,,cand,,,ND406262122020,ND40626212,ND40626212,,ND40626212,,,,,,,senate,
ND2020,2020,2020,cand188433,,"vetter, steve",vetter,steve,steve,,,,200,ND,state:lower,ND-18,,I,M,1.258,1.259,,,,,,,,2.60464807,36,42,,,,,,,,,,,,,,,,,,cand,,,ND406262562020,ND40626256,ND40626256,,ND40626256,,,,,,,house,
ND2020,2020,2020,cand188654,,"monson, david",monson,david,david,,,,200,ND,state:lower,ND-10,,I,M,0.881,0.913,,,,,,,,2.155792311,26,55,,,,,,,,,,,,,,,,,,cand,,,ND66362092020,ND6636209,ND6636209,,ND6636209,,,,,,,house,
ND2020,2020,2020,cand188573,,"thompson, will",thompson,will,will,,,,100,ND,state:lower,ND-22,,C,M,-0.923,-0.923,,,,,,,,-2.880268266,6,6,,,,,,,,,,,,,,,,,,cand,,,ND496383402020,ND49638340,ND49638340,,ND49638340,,,,,,,house,
ND2020,2020,2020,cand188535,37613450031,"wagner, scott",wagner,scott,scott,,,,200,ND,state:lower,ND-44,,C,M,1.214,1.214,1.251,,,,,,,2.55978678,18,18,,,,,,,,,,,,,,,,,,cand,,,ND471423762020,ND47142376,ND47142376,,ND47142376,,,,,,,house,
ND2020,2020,2020,cand188594,,"ostlie, mitch",ostlie,mitch,mitch,,,,200,ND,state:lower,ND-12,,C,M,1.218,1.218,,,,,,,,2.633968579,14,14,,,,,,,,,,,,,,,,,,cand,,,ND496383712020,ND49638371,ND49638371,,ND49638371,,,,,,,house,
ND2020,2020,2020,cand188430,36955711220,"ruby, matthew",ruby,matthew,matthew,,,,200,ND,state:lower,ND-40,,I,M,1.16,1.131,1.38,,,,,,,3.294686369,16,23,,,,,,,,,,,,,,,,,,cand,,,ND406262402020,ND40626240,ND40626240,,ND40626240,,,,,,,house,
ND2020,2020,2020,cand188357,37480147506,"langehaug, arnold w",langehaug,arnold w,arnold,w,,,100,ND,state:lower,ND-6,,C,M,-0.934,-0.934,-0.924,,,,,,,-2.568107559,2,2,,,,,,,,,,,,,,,,,,cand,,,ND340615182020,ND34061518,ND34061518,,ND34061518,,,,,,,house,
ND2020,2020,2020,cand188222,3329163112,"fegley, clayton",fegley,clayton,clayton,,,,200,ND,state:lower,ND-4,,I,M,1.193,1.193,1.215,,,,,,,2.702420907,15,16,,,,,,,,,,,,,,,,,,cand,,,ND147955852020,ND14795585,ND14795585,,ND14795585,,,,,,,house,
ND2020,2020,2020,cand188552,,"lynne, richard",lynne,richard,richard,,,,100,ND,state:lower,ND-14,,C,M,-0.887,-0.887,,,,,,,,-2.27215397,4,4,,,,,,,,,,,,,,,,,,cand,,,ND496383302020,ND49638330,ND49638330,,ND49638330,,,,,,,house,
ND2020,2020,2020,cand188601,37480148829,"wobbema, mike",wobbema,mike,mike,,,,200,ND,state:upper,ND-24,,C,M,1.416,1.614,1.493,,,,,,,2.893959704,5,6,,,,,,,,,,,,,,,,,,cand,,,ND496383822020,ND49638382,ND49638382,,ND49638382,,,,,,,senate,
ND2020,2020,2020,cand188605,37481150558,"elkin, jay",elkin,jay,jay,,,,200,ND,state:upper,ND-36,,I,M,1.201,1.201,1.284,,,,,,,2.66130754,23,23,,,,,,,,,,,,,,,,,,cand,,,ND496383912020,ND49638391,ND49638391,,ND49638391,,,,,,,senate,
ND2020,2020,2020,cand188593,,"christensen, grant",christensen,grant,grant,,,,200,ND,state:lower,ND-12,,C,M,1.491,1.491,,,,,,,,3.684038875,5,5,,,,,,,,,,,,,,,,,,cand,,,ND496383702020,ND49638370,ND49638370,,ND49638370,,,,,,,house,
ND2020,2020,2020,cand188571,31640639850,"hanson, paul r",hanson,paul r,paul,r,,,100,ND,state:upper,ND-20,,C,M,-0.459,-0.459,-0.996,,,,,,,-2.977397243,4,4,,,,,,,,,,,,,,,,,,cand,,,ND496383382020,ND49638338,ND49638338,,ND49638338,,,,,,,senate,
ND2020,2020,2020,cand188384,,"bosch, glenn",bosch,glenn,glenn,,,,200,ND,state:lower,ND-30,,I,M,1.117,1.038,,,,,,,,2.198142312,21,33,,,,,,,,,,,,,,,,,,cand,,,ND406261432020,ND40626143,ND40626143,,ND40626143,,,,,,,house,
ND2020,2020,2020,cand188409,,"longmuir, donald",longmuir,donald,donald,,,,200,ND,state:lower,ND-2,,I,M,1.225,1.139,,,,,,,,2.751525101,12,20,,,,,,,,,,,,,,,,,,cand,,,ND406261992020,ND40626199,ND40626199,,ND40626199,,,,,,,house,
ND2020,2020,2020,cand188269,,"howe, michael",howe,michael,michael,,,,200,ND,state:lower,ND-22,,I,M,1.213,1.167,,0.98,,,,,,2.613102115,47,69,,,,,,,,,,,,,,,,,,cand,,,ND232820472020,ND23282047,ND23282047,,ND23282047,,,,,,,house,
ND2020,2020,2020,cand188351,,"anderson, bert",anderson,bert,bert,,,,200,ND,state:lower,ND-2,,I,M,0.98,0.877,,,,,,,,2.368399061,13,27,,,,,,,,,,,,,,,,,,cand,,,ND283059692020,ND28305969,ND28305969,,ND28305969,,,,,,,house,
ND2020,2020,2020,cand188572,5.00004E+15,"meisch, jodi",meisch,jodi,jodi,,,,100,ND,state:lower,ND-22,,C,F,-1.159,-1.159,-1.135,,,,,,,-4.103909624,6,6,,,,,,,,,,,,,,,,,,cand,,,ND496383392020,ND49638339,ND49638339,,ND49638339,,,,,,,house,
ND2020,2020,2020,cand188660,,"hogue, david",hogue,david,david,,,,200,ND,state:upper,ND-38,,I,M,1.085,1.083,,,,,,,,2.339569462,27,62,,,,,,,,,,,,,,,,,,cand,,,ND66761292020,ND6676129,ND6676129,,ND6676129,,,,,,,senate,
ND2020,2020,2020,cand188551,35670634825,"hart, charlie",hart,charlie,charlie,,,,100,ND,state:upper,ND-10,,C,M,-0.47,-0.47,-0.954,,,,,,,-1.498794217,7,7,,,,,,,,,,,,,,,,,,cand,,,ND496383292020,ND49638329,ND49638329,,ND49638329,,,,,,,senate,
ND2020,2020,2020,cand188420,5.00004E+15,"obrien, emily",obrien,emily,emily,,,,200,ND,state:lower,ND-42,,I,F,1.255,1.246,1.238,,,,,,,2.654044166,22,33,,,,,,,,,,,,,,,,,,cand,,,ND406262162020,ND40626216,ND40626216,,ND40626216,,,,,,,house,
ND2020,2020,2020,cand188534,5.00004E+15,"volochenko, kathrin",volochenko,kathrin,kathrin,,,,100,ND,state:lower,ND-8,,O,F,-0.946,-0.946,-0.872,,,,,,,-2.894238545,4,4,,,,,,,,,,,,,,,,,,cand,,,ND471419052020,ND47141905,ND47141905,,ND47141905,,,,,,,house,
ND2020,2020,2020,cand188576,36065152703,"peterson, alan j",peterson,alan j,alan,j,,,100,ND,state:lower,ND-26,,C,M,0.076,0.076,-0.831,,,,,,,-0.201259563,10,10,,,,,,,,,,,,,,,,,,cand,,,ND496383452020,ND49638345,ND49638345,,ND49638345,,,,,,,house,
ND2020,2020,2020,cand188596,,"beltz, mike",beltz,mike,mike,,,,200,ND,state:lower,ND-20,,O,M,1.287,1.287,,,,,,,,2.959499034,18,19,,,,,,,,,,,,,,,,,,cand,,,ND496383752020,ND49638375,ND49638375,,ND49638375,,,,,,,house,
ND2020,2020,2020,cand188545,36158364543,"andes, hunter l",andes,hunter l,hunter,l,,,100,ND,state:lower,ND-4,,C,M,-0.955,-0.955,-1.012,,,,,,,-2.5642694,4,4,,,,,,,,,,,,,,,,,,cand,,,ND496383232020,ND49638323,ND49638323,,ND49638323,,,,,,,house,
ND2020,2020,2020,cand188597,,"hagert, jared",hagert,jared,jared,,,,200,ND,state:lower,ND-20,,O,M,1.183,1.183,,,,,,,,2.866607528,9,9,,,,,,,,,,,,,,,,,,cand,,,ND496383762020,ND49638376,ND49638376,,ND49638376,,,,,,,house,
ND2020,2020,2020,cand188397,34678238836,"heinert, patrick d",heinert,patrick d,patrick,d,,,200,ND,state:lower,ND-32,,I,M,1.201,1.223,1.174,,,,,,,1.990489403,27,31,,,,,,,,,,,,,,,,,,cand,,,ND406261772020,ND40626177,ND40626177,,ND40626177,,,,,,,house,
ND2020,2020,2020,cand188536,,"tuttle, charles j",tuttle,charles j,charles,j,,,328,ND,state:office,,,C,M,1.564,1.564,,,,,,,,4.304770979,11,11,,,,,,,,,,,,,,,,,,cand,,,ND477445762020,ND47744576,ND47744576,,ND47744576,,,,,,,superintendent of public instruc,
ND2020,2020,2020,cand188567,5.00004E+15,"wilkie, tracey l",wilkie,tracey l,tracey,l,,,100,ND,state:lower,ND-16,,C,F,-0.943,-0.943,-1.042,,,,,,,-3.326312625,4,4,,,,,,,,,,,,,,,,,,cand,,,ND496383342020,ND49638334,ND49638334,,ND49638334,,,,,,,house,
ND2020,2020,2020,cand161824,4894267490,"anderson jr, howard c",anderson,howard c,howard,c,,jr,200,ND,state:upper,ND-8,,I,M,1.099,1.002,1.359,,,,,,,2.592394725,12,28,,,,,,,,,,,,,,,,,,cand,,,ND110299472020,ND1413473,ND11029947,,ND11029947,,,,,,,senate,
ND2020,2020,2020,cand188577,,"holkup peterson, krisanna",holkup peterson,krisanna,krisanna,,,,100,ND,state:lower,ND-32,,C,F,-0.872,-0.872,,,,,,,,-3.089334265,6,6,,,,,,,,,,,,,,,,,,cand,,,ND496383472020,ND49638347,ND49638347,,ND49638347,,,,,,,house,
ND2020,2020,2020,cand188578,,"young, carl",young,carl,carl,,,,100,ND,state:lower,ND-32,,C,M,-0.937,-0.937,,,,,,,,-3.137846486,3,3,,,,,,,,,,,,,,,,,,cand,,,ND496383482020,ND49638348,ND49638348,,ND49638348,,,,,,,house,
ND2020,2020,2020,cand188592,,"wheeler, bob",wheeler,bob,bob,,,,200,ND,state:lower,ND-8,,C,M,1.55,1.55,,,,,,,,3.342885044,2,2,,,,,,,,,,,,,,,,,,cand,,,ND496383672020,ND49638367,ND49638367,,ND49638367,,,,,,,house,
ND2020,2020,2020,cand188410,5.00003E+15,"magnus, elsie blair",magnus,elsie blair,elsie,blair,,,100,ND,state:lower,ND-10,,C,F,-0.752,-0.871,-0.922,,,,,,,-3.345126612,5,6,,,,,,,,,,,,,,,,,,cand,,,ND406262002020,ND40626200,ND40626200,,ND40626200,,,,,,,house,
ND2020,2020,2020,cand188398,36171125333,"heitkamp, jason",heitkamp,jason,jason,,,,200,ND,state:upper,ND-26,,C,M,1.342,1.353,-0.971,,,,,,,2.984384762,2,5,,,,,,,,,,,,,,,,,,cand,,,ND406261782020,ND40626178,ND40626178,,ND40626178,,,,,,,senate,
ND2020,2020,2020,cand188237,26270393572,"hokana, john m",hokana,john m,john,m,,,100,ND,state:lower,ND-26,,C,M,-0.576,-0.576,-0.742,,,,,,,-1.52448537,10,10,,,,,,,,,,,,,,,,,,cand,,,ND186651802020,ND18665180,ND18665180,,ND18665180,,,,,,,house,
ND2020,2020,2020,cand188419,,"nelson, mark",nelson,mark,mark,,,,100,ND,state:lower,ND-14,,C,M,-0.855,-0.926,,,,,,,,-2.517354019,3,4,,,,,,,,,,,,,,,,,,cand,,,ND496383312020,ND40626215,ND49638331,,ND49638331,,,,,,,house,
ND2020,2020,2020,cand188525,,"coachman, michael coach & hylden, joel h",coachman,michael coach & hylden,michael coach & hylden,,,,200,ND,state:governor,,,C,M,1.709,1.709,,,,,,,,3.791516997,4,4,,,,,,,,,,,,,,,,,,cand,,,ND459984342020,ND45998434,ND45998434,,ND45998434,,,,,,,governor / lieutenant governor,
ND2020,2020,2020,cand188546,,"mandan, thomasina",mandan,thomasina,thomasina,,,,100,ND,state:lower,ND-4,,C,F,0.177,0.177,,,,,,,,1.084237288,6,6,,,,,,,,,,,,,,,,,,cand,,,ND496383242020,ND49638324,ND49638324,,ND49638324,,,,,,,house,
ND2020,2020,2020,cand188412,,"mcwilliams, aaron",mcwilliams,aaron,aaron,,,,200,ND,state:lower,ND-20,,I,M,1.341,1.381,,,,,,,,3.341644626,4,7,,,,,,,,,,,,,,,,,,cand,,,ND496383772020,ND40626206,ND49638377,,ND49638377,,,,,,,house,
ND2020,2020,2020,cand188432,37087820977,"simons, luke",simons,luke,luke,,,,200,ND,state:lower,ND-36,,I,M,1.488,1.225,1.248,,,,,,,4.227703012,6,28,,,,,,,,,,,,,,,,,,cand,,,ND444270652020,ND40626246,ND44427065,,ND44427065,,,,,,,house,
ND2020,2020,2020,cand188565,,"vanhorne, jenna",vanhorne,jenna,jenna,,,,100,ND,state:upper,ND-14,,C,F,0.616,0.616,,,,,,,,1.601417469,4,4,,,,,,,,,,,,,,,,,,cand,,,ND496383322020,ND49638332,ND49638332,,ND49638332,,,,,,,senate,
ND2020,2020,2020,cand188550,,"anderson, melissa",anderson,melissa,melissa,,,,100,ND,state:lower,ND-10,,C,F,-0.898,-0.898,,,,,,,,-2.850911186,3,3,,,,,,,,,,,,,,,,,,cand,,,ND496383282020,ND49638328,ND49638328,,ND49638328,,,,,,,house,
ND2020,2020,2020,cand188421,26270394811,"parkhurst, bernie",parkhurst,bernie,bernie,,,,100,ND,state:lower,ND-34,,C,M,-1.012,-0.968,-0.931,,,,,,,-2.936883438,2,4,,,,,,,,,,,,,,,,,,cand,,,ND496383502020,ND40626223,ND49638350,,ND49638350,,,,,,,house,
ND2020,2020,2020,cand188500,36061276133,"johnson, joshua",johnson,joshua,joshua,,,,100,ND,state:lower,ND-34,,C,M,-0.901,-0.901,-0.926,,,,,,,-3.546295688,4,4,,,,,,,,,,,,,,,,,,cand,,,ND450309332020,ND45030933,ND45030933,,ND45030933,,,,,,,house,
ND2020,2020,2020,cand188266,5.00003E+15,"weiss, linda",weiss,linda,linda,,,,100,ND,state:lower,ND-36,,C,F,-1.013,-1.013,-0.966,,,,,,,-2.78434257,2,2,,,,,,,,,,,,,,,,,,cand,,,ND220822552020,ND22082255,ND22082255,,ND22082255,,,,,,,house,
ND2020,2020,2020,cand188532,,"hammer, trygve",hammer,trygve,trygve,,,,100,ND,state:lower,ND-6,,C,M,-1.048,-0.641,,-1.08,,,,,,-2.870597715,3,14701,,,,,,,,,,,,,,,,,,cand,,,ND462449382020,ND46244938,ND46244938,,ND46244938,,,,,,,house,
ND2020,2020,2020,cand188582,5.00004E+15,"dewitt, kalyn june",dewitt,kalyn june,kalyn,june,,,100,ND,state:lower,ND-40,,C,F,-1.085,-1.085,-1.057,,,,,,,-3.181302194,2,2,,,,,,,,,,,,,,,,,,cand,,,ND496383532020,ND49638353,ND49638353,,ND49638353,,,,,,,house,
ND2020,2020,2020,cand188569,,"blotsky, zachary",blotsky,zachary,zachary,,,,100,ND,state:lower,ND-20,,O,M,-0.934,-0.934,,,,,,,,-2.778115358,1,1,,,,,,,,,,,,,,,,,,cand,,,ND496383362020,ND49638336,ND49638336,,ND49638336,,,,,,,house,
ND2020,2020,2020,cand188392,,"buffalo, ruth",buffalo,ruth,ruth,,,,100,ND,state:lower,ND-27,,I,F,-1.017,-1.081,,,,,,,,-2.80349993,12,44,,,,,,,,,,,,,,,,,,cand,,,ND450309202020,ND40626170,ND45030920,,ND45030920,,,,,,,house,
ND2020,2020,2020,cand188671,3757333725,"bekkedahl, brad",bekkedahl,brad,brad,,,,200,ND,state:upper,ND-1,,I,M,1.139,1.491,1.249,,,,,,,2.665371593,1,37,,,,,,,,,,,,,,,,,,cand,,,ND78600342020,ND7860034,ND7860034,,ND7860034,,,,,,,senate,
ND2020,2020,2020,cand188611,,"bell, jessica unruh",bell,jessica unruh,jessica,unruh,,,200,ND,state:upper,ND-33,,O,F,0.619,0.619,,,,,,,,1.914966553,3,3,,,,,,,,,,,,,,,,,,cand,,,ND554996252020,ND55499625,ND55499625,,ND55499625,,,,,,,senate,
