senator_1,senator_2,wins_senator_1,wins_senator_2,n_repeats
Lamar Alexander,Timothy Michael Kaine,2.0,0.0,2
Lamar Alexander,Cory A Booker,2.0,0.0,2
Lamar Alexander,Dan Sullivan,2.0,0.0,2
Lamar Alexander,David Perdue,0.0,2.0,2
Lamar Alexander,Joni K Ernst,2.0,0.0,2
Lamar Alexander,Benjamin E Sasse,0.0,2.0,2
Lamar Alexander,Thom R Tillis,2.0,0.0,2
Lamar Alexander,Mike Rounds,1.0,1.0,2
Lamar Alexander,Catherine Cortez Masto,2.0,0.0,2
Lamar Alexander,Kamala D Harris,1.0,1.0,2
Lamar Alexander,John Neely Kennedy,2.0,0.0,2
Lamar Alexander,Doug Jones,0.0,2.0,2
Lamar Alexander,Tina Flint Smith,2.0,0.0,2
Lamar Alexander,Cindy Hyde Smith,2.0,0.0,2
Lamar Alexander,Mike Braun,2.0,0.0,2
Lamar Alexander,Joshua David Hawley,0.0,2.0,2
Lamar Alexander,Mitt Willard Romney,2.0,0.0,2
Lamar Alexander,Rick Scott,2.0,0.0,2
Lamar Alexander,Kelly Loeffler,2.0,0.0,2
Lamar Alexander,Mark Kelly,2.0,0.0,2
Lamar Alexander,Dianne Feinstein,2.0,0.0,2
Lamar Alexander,Patty Murray,0.0,2.0,2
Lamar Alexander,Susan M Collins,2.0,0.0,2
Lamar Alexander,Michael B Enzi,0.0,2.0,2
Lamar Alexander,Richard C Shelby,0.0,2.0,2
John Cornyn,Amy Klobuchar,2.0,0.0,2
John Cornyn,Jon Tester,0.0,2.0,2
John Cornyn,Robert P Jr Casey,2.0,0.0,2
John Cornyn,Sheldon II Whitehouse,2.0,0.0,2
John Cornyn,John A Barrasso,0.0,2.0,2
John Cornyn,James E Risch,0.0,2.0,2
John Cornyn,Jeanne Shaheen,2.0,0.0,2
John Cornyn,Jeffrey Alan Merkley,2.0,0.0,2
John Cornyn,Mark Robert Warner,2.0,0.0,2
John Cornyn,Michael F Bennet,2.0,0.0,2
John Cornyn,Joe Manchin III,2.0,0.0,2
John Cornyn,Christopher A Coons,2.0,0.0,2
John Cornyn,Richard Blumenthal,2.0,0.0,2
John Cornyn,Marco Rubio,2.0,0.0,2
John Cornyn,Rand Paul,0.0,2.0,2
John Cornyn,John Hoeven,1.0,1.0,2
John Cornyn,Mike Lee,2.0,0.0,2
John Cornyn,Ronald Harold Johnson,0.0,2.0,2
John Cornyn,Brian Schatz,2.0,0.0,2
John Cornyn,Angus Stanley Jr King,2.0,0.0,2
John Cornyn,Elizabeth Warren,2.0,0.0,2
John Cornyn,Debra S Fischer,2.0,0.0,2
John Cornyn,Rafael Edward Ted Cruz,0.0,2.0,2
John Cornyn,Timothy Michael Kaine,2.0,0.0,2
John Cornyn,Cory A Booker,2.0,0.0,2
John Cornyn,Dan Sullivan,0.0,2.0,2
John Cornyn,David Perdue,0.0,2.0,2
John Cornyn,Joni K Ernst,2.0,0.0,2
John Cornyn,Benjamin E Sasse,0.0,2.0,2
John Cornyn,Thom R Tillis,2.0,0.0,2
John Cornyn,Mike Rounds,1.0,1.0,2
John Cornyn,Catherine Cortez Masto,2.0,0.0,2
John Cornyn,Kamala D Harris,2.0,0.0,2
John Cornyn,John Neely Kennedy,0.0,2.0,2
John Cornyn,Doug Jones,0.0,2.0,2
John Cornyn,Tina Flint Smith,2.0,0.0,2
John Cornyn,Cindy Hyde Smith,2.0,0.0,2
John Cornyn,Mike Braun,2.0,0.0,2
John Cornyn,Joshua David Hawley,0.0,2.0,2
John Cornyn,Mitt Willard Romney,2.0,0.0,2
John Cornyn,Rick Scott,2.0,0.0,2
John Cornyn,Kelly Loeffler,2.0,0.0,2
John Cornyn,Mark Kelly,0.0,2.0,2
John Cornyn,Dianne Feinstein,2.0,0.0,2
John Cornyn,Patty Murray,2.0,0.0,2
John Cornyn,Susan M Collins,0.0,2.0,2
John Cornyn,Michael B Enzi,0.0,2.0,2
John Cornyn,Richard C Shelby,2.0,0.0,2
Amy Klobuchar,Jon Tester,1.0,1.0,2
Amy Klobuchar,Robert P Jr Casey,0.0,2.0,2
Amy Klobuchar,Sheldon II Whitehouse,1.0,1.0,2
Amy Klobuchar,John A Barrasso,2.0,0.0,2
Amy Klobuchar,James E Risch,1.0,1.0,2
Amy Klobuchar,Jeanne Shaheen,2.0,0.0,2
Amy Klobuchar,Jeffrey Alan Merkley,2.0,0.0,2
Amy Klobuchar,Mark Robert Warner,1.0,1.0,2
Amy Klobuchar,Michael F Bennet,2.0,0.0,2
Amy Klobuchar,Joe Manchin III,2.0,0.0,2
Amy Klobuchar,Christopher A Coons,0.0,2.0,2
Amy Klobuchar,Richard Blumenthal,2.0,0.0,2
Amy Klobuchar,Marco Rubio,0.0,2.0,2
Amy Klobuchar,Rand Paul,0.0,2.0,2
Amy Klobuchar,John Hoeven,0.0,2.0,2
Amy Klobuchar,Mike Lee,0.0,2.0,2
Amy Klobuchar,Ronald Harold Johnson,2.0,0.0,2
Amy Klobuchar,Brian Schatz,0.0,2.0,2
Amy Klobuchar,Angus Stanley Jr King,2.0,0.0,2
Amy Klobuchar,Elizabeth Warren,2.0,0.0,2
Amy Klobuchar,Debra S Fischer,2.0,0.0,2
Amy Klobuchar,Rafael Edward Ted Cruz,2.0,0.0,2
Amy Klobuchar,Timothy Michael Kaine,0.0,2.0,2
Amy Klobuchar,Cory A Booker,2.0,0.0,2
Amy Klobuchar,Dan Sullivan,0.0,2.0,2
Amy Klobuchar,David Perdue,0.0,2.0,2
Amy Klobuchar,Joni K Ernst,0.0,2.0,2
Amy Klobuchar,Benjamin E Sasse,2.0,0.0,2
Amy Klobuchar,Thom R Tillis,0.0,2.0,2
Amy Klobuchar,Mike Rounds,0.0,2.0,2
Amy Klobuchar,Catherine Cortez Masto,1.0,1.0,2
Amy Klobuchar,Kamala D Harris,1.0,1.0,2
Amy Klobuchar,John Neely Kennedy,0.0,2.0,2
Amy Klobuchar,Doug Jones,0.0,2.0,2
Amy Klobuchar,Tina Flint Smith,2.0,0.0,2
Amy Klobuchar,Cindy Hyde Smith,2.0,0.0,2
Amy Klobuchar,Mike Braun,0.0,2.0,2
Amy Klobuchar,Joshua David Hawley,2.0,0.0,2
Amy Klobuchar,Mitt Willard Romney,0.0,2.0,2
Amy Klobuchar,Rick Scott,0.0,2.0,2
Amy Klobuchar,Kelly Loeffler,0.0,2.0,2
Amy Klobuchar,Mark Kelly,1.0,1.0,2
Amy Klobuchar,Dianne Feinstein,2.0,0.0,2
Amy Klobuchar,Patty Murray,0.0,2.0,2
Amy Klobuchar,Susan M Collins,2.0,0.0,2
Amy Klobuchar,Michael B Enzi,2.0,0.0,2
Amy Klobuchar,Richard C Shelby,2.0,0.0,2
Jon Tester,Robert P Jr Casey,0.0,2.0,2
Jon Tester,Sheldon II Whitehouse,2.0,0.0,2
Jon Tester,John A Barrasso,0.0,2.0,2
Jon Tester,James E Risch,0.0,2.0,2
Jon Tester,Jeanne Shaheen,0.0,2.0,2
Jon Tester,Jeffrey Alan Merkley,2.0,0.0,2
Jon Tester,Mark Robert Warner,0.0,2.0,2
Jon Tester,Michael F Bennet,2.0,0.0,2
Jon Tester,Joe Manchin III,0.0,2.0,2
Jon Tester,Christopher A Coons,2.0,0.0,2
Jon Tester,Richard Blumenthal,0.0,2.0,2
Jon Tester,Marco Rubio,2.0,0.0,2
Jon Tester,Rand Paul,0.0,2.0,2
Jon Tester,John Hoeven,0.0,2.0,2
Jon Tester,Mike Lee,0.0,2.0,2
Jon Tester,Ronald Harold Johnson,0.0,2.0,2
Jon Tester,Brian Schatz,2.0,0.0,2
Jon Tester,Angus Stanley Jr King,0.0,2.0,2
Jon Tester,Elizabeth Warren,2.0,0.0,2
Jon Tester,Debra S Fischer,2.0,0.0,2
Jon Tester,Rafael Edward Ted Cruz,2.0,0.0,2
Jon Tester,Timothy Michael Kaine,0.0,2.0,2
Jon Tester,Cory A Booker,2.0,0.0,2
Jon Tester,Dan Sullivan,0.0,2.0,2
Jon Tester,David Perdue,0.0,2.0,2
Jon Tester,Joni K Ernst,0.0,2.0,2
Jon Tester,Benjamin E Sasse,2.0,0.0,2
Jon Tester,Thom R Tillis,0.0,2.0,2
Jon Tester,Mike Rounds,2.0,0.0,2
Jon Tester,Catherine Cortez Masto,1.0,1.0,2
Jon Tester,Kamala D Harris,2.0,0.0,2
Jon Tester,John Neely Kennedy,0.0,2.0,2
Jon Tester,Doug Jones,1.0,1.0,2
Jon Tester,Tina Flint Smith,2.0,0.0,2
Jon Tester,Cindy Hyde Smith,2.0,0.0,2
Jon Tester,Mike Braun,0.0,2.0,2
Jon Tester,Joshua David Hawley,2.0,0.0,2
Jon Tester,Mitt Willard Romney,2.0,0.0,2
Jon Tester,Rick Scott,1.0,1.0,2
Jon Tester,Kelly Loeffler,0.0,2.0,2
Jon Tester,Mark Kelly,1.0,1.0,2
Jon Tester,Dianne Feinstein,2.0,0.0,2
Jon Tester,Patty Murray,2.0,0.0,2
Jon Tester,Susan M Collins,2.0,0.0,2
Jon Tester,Michael B Enzi,0.0,2.0,2
Jon Tester,Richard C Shelby,2.0,0.0,2
Robert P Jr Casey,Sheldon II Whitehouse,2.0,0.0,2
Robert P Jr Casey,John A Barrasso,0.0,2.0,2
Robert P Jr Casey,James E Risch,0.0,2.0,2
Robert P Jr Casey,Jeanne Shaheen,0.0,2.0,2
Robert P Jr Casey,Jeffrey Alan Merkley,2.0,0.0,2
Robert P Jr Casey,Mark Robert Warner,1.0,1.0,2
Robert P Jr Casey,Michael F Bennet,1.0,1.0,2
Robert P Jr Casey,Joe Manchin III,2.0,0.0,2
Robert P Jr Casey,Christopher A Coons,0.0,2.0,2
Robert P Jr Casey,Richard Blumenthal,0.0,2.0,2
Robert P Jr Casey,Marco Rubio,2.0,0.0,2
Robert P Jr Casey,Rand Paul,2.0,0.0,2
Robert P Jr Casey,John Hoeven,0.0,2.0,2
Robert P Jr Casey,Mike Lee,2.0,0.0,2
Robert P Jr Casey,Ronald Harold Johnson,2.0,0.0,2
Robert P Jr Casey,Brian Schatz,0.0,2.0,2
Robert P Jr Casey,Angus Stanley Jr King,1.0,1.0,2
Robert P Jr Casey,Elizabeth Warren,2.0,0.0,2
Robert P Jr Casey,Debra S Fischer,0.0,2.0,2
Robert P Jr Casey,Rafael Edward Ted Cruz,2.0,0.0,2
Robert P Jr Casey,Timothy Michael Kaine,0.0,2.0,2
Robert P Jr Casey,Cory A Booker,2.0,0.0,2
Robert P Jr Casey,Dan Sullivan,0.0,2.0,2
Robert P Jr Casey,David Perdue,0.0,2.0,2
Robert P Jr Casey,Joni K Ernst,0.0,2.0,2
Robert P Jr Casey,Benjamin E Sasse,0.0,2.0,2
Robert P Jr Casey,Thom R Tillis,0.0,2.0,2
Robert P Jr Casey,Mike Rounds,0.0,2.0,2
Robert P Jr Casey,Catherine Cortez Masto,1.0,1.0,2
Robert P Jr Casey,Kamala D Harris,0.0,2.0,2
Robert P Jr Casey,John Neely Kennedy,2.0,0.0,2
Robert P Jr Casey,Doug Jones,0.0,2.0,2
Robert P Jr Casey,Tina Flint Smith,1.0,1.0,2
Robert P Jr Casey,Cindy Hyde Smith,0.0,2.0,2
Robert P Jr Casey,Mike Braun,0.0,2.0,2
Robert P Jr Casey,Joshua David Hawley,0.0,2.0,2
Robert P Jr Casey,Mitt Willard Romney,0.0,2.0,2
Robert P Jr Casey,Rick Scott,0.0,2.0,2
Robert P Jr Casey,Kelly Loeffler,0.0,2.0,2
Robert P Jr Casey,Mark Kelly,1.0,1.0,2
Robert P Jr Casey,Dianne Feinstein,1.0,1.0,2
Robert P Jr Casey,Patty Murray,0.0,2.0,2
Robert P Jr Casey,Susan M Collins,0.0,2.0,2
Robert P Jr Casey,Michael B Enzi,0.0,2.0,2
Robert P Jr Casey,Richard C Shelby,0.0,2.0,2
Sheldon II Whitehouse,John A Barrasso,0.0,2.0,2
Sheldon II Whitehouse,James E Risch,0.0,2.0,2
Sheldon II Whitehouse,Jeanne Shaheen,0.0,2.0,2
Sheldon II Whitehouse,Jeffrey Alan Merkley,2.0,0.0,2
Sheldon II Whitehouse,Mark Robert Warner,1.0,1.0,2
Sheldon II Whitehouse,Michael F Bennet,0.0,2.0,2
Sheldon II Whitehouse,Joe Manchin III,0.0,2.0,2
Sheldon II Whitehouse,Christopher A Coons,0.0,2.0,2
Sheldon II Whitehouse,Richard Blumenthal,0.0,2.0,2
Sheldon II Whitehouse,Marco Rubio,0.0,2.0,2
Sheldon II Whitehouse,Rand Paul,0.0,2.0,2
Sheldon II Whitehouse,John Hoeven,0.0,2.0,2
Sheldon II Whitehouse,Mike Lee,0.0,2.0,2
Sheldon II Whitehouse,Ronald Harold Johnson,1.0,1.0,2
Sheldon II Whitehouse,Brian Schatz,0.0,2.0,2
Sheldon II Whitehouse,Angus Stanley Jr King,0.0,2.0,2
Sheldon II Whitehouse,Elizabeth Warren,2.0,0.0,2
Sheldon II Whitehouse,Debra S Fischer,0.0,2.0,2
Sheldon II Whitehouse,Rafael Edward Ted Cruz,0.0,2.0,2
Sheldon II Whitehouse,Timothy Michael Kaine,1.0,1.0,2
Sheldon II Whitehouse,Cory A Booker,2.0,0.0,2
Sheldon II Whitehouse,Dan Sullivan,0.0,2.0,2
Sheldon II Whitehouse,David Perdue,0.0,2.0,2
Sheldon II Whitehouse,Joni K Ernst,0.0,2.0,2
Sheldon II Whitehouse,Benjamin E Sasse,0.0,2.0,2
Sheldon II Whitehouse,Thom R Tillis,0.0,2.0,2
Sheldon II Whitehouse,Mike Rounds,0.0,2.0,2
Sheldon II Whitehouse,Catherine Cortez Masto,1.0,1.0,2
Sheldon II Whitehouse,Kamala D Harris,0.0,2.0,2
Sheldon II Whitehouse,John Neely Kennedy,0.0,2.0,2
Sheldon II Whitehouse,Doug Jones,0.0,2.0,2
Sheldon II Whitehouse,Tina Flint Smith,0.0,2.0,2
Sheldon II Whitehouse,Cindy Hyde Smith,0.0,2.0,2
Sheldon II Whitehouse,Mike Braun,0.0,2.0,2
Sheldon II Whitehouse,Joshua David Hawley,0.0,2.0,2
Sheldon II Whitehouse,Mitt Willard Romney,0.0,2.0,2
Sheldon II Whitehouse,Rick Scott,0.0,2.0,2
Sheldon II Whitehouse,Kelly Loeffler,0.0,2.0,2
Sheldon II Whitehouse,Mark Kelly,0.0,2.0,2
Sheldon II Whitehouse,Dianne Feinstein,0.0,2.0,2
Sheldon II Whitehouse,Patty Murray,0.0,2.0,2
Sheldon II Whitehouse,Susan M Collins,0.0,2.0,2
Sheldon II Whitehouse,Michael B Enzi,0.0,2.0,2
Sheldon II Whitehouse,Richard C Shelby,0.0,2.0,2
John A Barrasso,James E Risch,2.0,0.0,2
John A Barrasso,Jeanne Shaheen,0.0,2.0,2
John A Barrasso,Jeffrey Alan Merkley,2.0,0.0,2
John A Barrasso,Mark Robert Warner,0.0,2.0,2
John A Barrasso,Michael F Bennet,2.0,0.0,2
John A Barrasso,Joe Manchin III,1.0,1.0,2
John A Barrasso,Christopher A Coons,2.0,0.0,2
John A Barrasso,Richard Blumenthal,2.0,0.0,2
John A Barrasso,Marco Rubio,2.0,0.0,2
John A Barrasso,Rand Paul,2.0,0.0,2
John A Barrasso,John Hoeven,2.0,0.0,2
John A Barrasso,Mike Lee,2.0,0.0,2
John A Barrasso,Ronald Harold Johnson,2.0,0.0,2
John A Barrasso,Brian Schatz,0.0,2.0,2
John A Barrasso,Angus Stanley Jr King,2.0,0.0,2
John A Barrasso,Elizabeth Warren,2.0,0.0,2
John A Barrasso,Debra S Fischer,2.0,0.0,2
John A Barrasso,Rafael Edward Ted Cruz,0.0,2.0,2
John A Barrasso,Timothy Michael Kaine,2.0,0.0,2
John A Barrasso,Cory A Booker,0.0,2.0,2
John A Barrasso,Dan Sullivan,2.0,0.0,2
John A Barrasso,David Perdue,2.0,0.0,2
John A Barrasso,Joni K Ernst,2.0,0.0,2
John A Barrasso,Benjamin E Sasse,2.0,0.0,2
John A Barrasso,Thom R Tillis,2.0,0.0,2
John A Barrasso,Mike Rounds,2.0,0.0,2
John A Barrasso,Catherine Cortez Masto,2.0,0.0,2
John A Barrasso,Kamala D Harris,1.0,1.0,2
John A Barrasso,John Neely Kennedy,1.0,1.0,2
John A Barrasso,Doug Jones,0.0,2.0,2
John A Barrasso,Tina Flint Smith,2.0,0.0,2
John A Barrasso,Cindy Hyde Smith,2.0,0.0,2
John A Barrasso,Mike Braun,2.0,0.0,2
John A Barrasso,Joshua David Hawley,2.0,0.0,2
John A Barrasso,Mitt Willard Romney,2.0,0.0,2
John A Barrasso,Rick Scott,2.0,0.0,2
John A Barrasso,Kelly Loeffler,2.0,0.0,2
John A Barrasso,Mark Kelly,0.0,2.0,2
John A Barrasso,Dianne Feinstein,2.0,0.0,2
John A Barrasso,Patty Murray,0.0,2.0,2
John A Barrasso,Susan M Collins,2.0,0.0,2
John A Barrasso,Michael B Enzi,2.0,0.0,2
John A Barrasso,Richard C Shelby,2.0,0.0,2
James E Risch,Jeanne Shaheen,2.0,0.0,2
James E Risch,Jeffrey Alan Merkley,2.0,0.0,2
James E Risch,Mark Robert Warner,2.0,0.0,2
James E Risch,Michael F Bennet,2.0,0.0,2
James E Risch,Joe Manchin III,2.0,0.0,2
James E Risch,Christopher A Coons,2.0,0.0,2
James E Risch,Richard Blumenthal,2.0,0.0,2
James E Risch,Marco Rubio,2.0,0.0,2
James E Risch,Rand Paul,2.0,0.0,2
James E Risch,John Hoeven,2.0,0.0,2
James E Risch,Mike Lee,2.0,0.0,2
James E Risch,Ronald Harold Johnson,2.0,0.0,2
James E Risch,Brian Schatz,2.0,0.0,2
James E Risch,Angus Stanley Jr King,2.0,0.0,2
James E Risch,Elizabeth Warren,2.0,0.0,2
James E Risch,Debra S Fischer,2.0,0.0,2
James E Risch,Rafael Edward Ted Cruz,0.0,2.0,2
James E Risch,Timothy Michael Kaine,2.0,0.0,2
James E Risch,Cory A Booker,1.0,1.0,2
James E Risch,Dan Sullivan,2.0,0.0,2
James E Risch,David Perdue,2.0,0.0,2
James E Risch,Joni K Ernst,2.0,0.0,2
James E Risch,Benjamin E Sasse,1.0,1.0,2
James E Risch,Thom R Tillis,2.0,0.0,2
James E Risch,Mike Rounds,2.0,0.0,2
James E Risch,Catherine Cortez Masto,2.0,0.0,2
James E Risch,Kamala D Harris,2.0,0.0,2
James E Risch,John Neely Kennedy,2.0,0.0,2
James E Risch,Doug Jones,0.0,2.0,2
James E Risch,Tina Flint Smith,2.0,0.0,2
James E Risch,Cindy Hyde Smith,0.0,2.0,2
James E Risch,Mike Braun,2.0,0.0,2
James E Risch,Joshua David Hawley,2.0,0.0,2
James E Risch,Mitt Willard Romney,2.0,0.0,2
James E Risch,Rick Scott,2.0,0.0,2
James E Risch,Kelly Loeffler,2.0,0.0,2
James E Risch,Mark Kelly,0.0,2.0,2
James E Risch,Dianne Feinstein,2.0,0.0,2
James E Risch,Patty Murray,0.0,2.0,2
James E Risch,Susan M Collins,2.0,0.0,2
James E Risch,Michael B Enzi,0.0,2.0,2
James E Risch,Richard C Shelby,2.0,0.0,2
Jeanne Shaheen,Jeffrey Alan Merkley,2.0,0.0,2
Jeanne Shaheen,Mark Robert Warner,2.0,0.0,2
Jeanne Shaheen,Michael F Bennet,0.0,2.0,2
Jeanne Shaheen,Joe Manchin III,2.0,0.0,2
Jeanne Shaheen,Christopher A Coons,1.0,1.0,2
Jeanne Shaheen,Richard Blumenthal,2.0,0.0,2
Jeanne Shaheen,Marco Rubio,0.0,2.0,2
Jeanne Shaheen,Rand Paul,2.0,0.0,2
Jeanne Shaheen,John Hoeven,0.0,2.0,2
Jeanne Shaheen,Mike Lee,0.0,2.0,2
Jeanne Shaheen,Ronald Harold Johnson,0.0,2.0,2
Jeanne Shaheen,Brian Schatz,0.0,2.0,2
Jeanne Shaheen,Angus Stanley Jr King,2.0,0.0,2
Jeanne Shaheen,Elizabeth Warren,2.0,0.0,2
Jeanne Shaheen,Debra S Fischer,2.0,0.0,2
Jeanne Shaheen,Rafael Edward Ted Cruz,2.0,0.0,2
Jeanne Shaheen,Timothy Michael Kaine,2.0,0.0,2
Jeanne Shaheen,Cory A Booker,2.0,0.0,2
Jeanne Shaheen,Dan Sullivan,0.0,2.0,2
Jeanne Shaheen,David Perdue,0.0,2.0,2
Jeanne Shaheen,Joni K Ernst,0.0,2.0,2
Jeanne Shaheen,Benjamin E Sasse,1.0,1.0,2
Jeanne Shaheen,Thom R Tillis,0.0,2.0,2
Jeanne Shaheen,Mike Rounds,0.0,2.0,2
Jeanne Shaheen,Catherine Cortez Masto,1.0,1.0,2
Jeanne Shaheen,Kamala D Harris,0.0,2.0,2
Jeanne Shaheen,John Neely Kennedy,2.0,0.0,2
Jeanne Shaheen,Doug Jones,0.0,2.0,2
Jeanne Shaheen,Tina Flint Smith,2.0,0.0,2
Jeanne Shaheen,Cindy Hyde Smith,0.0,2.0,2
Jeanne Shaheen,Mike Braun,0.0,2.0,2
Jeanne Shaheen,Joshua David Hawley,0.0,2.0,2
Jeanne Shaheen,Mitt Willard Romney,0.0,2.0,2
Jeanne Shaheen,Rick Scott,0.0,2.0,2
Jeanne Shaheen,Kelly Loeffler,0.0,2.0,2
Jeanne Shaheen,Mark Kelly,0.0,2.0,2
Jeanne Shaheen,Dianne Feinstein,1.0,1.0,2
Jeanne Shaheen,Patty Murray,0.0,2.0,2
Jeanne Shaheen,Susan M Collins,2.0,0.0,2
Jeanne Shaheen,Michael B Enzi,1.0,1.0,2
Jeanne Shaheen,Richard C Shelby,1.0,1.0,2
Jeffrey Alan Merkley,Mark Robert Warner,0.0,2.0,2
Jeffrey Alan Merkley,Michael F Bennet,0.0,2.0,2
Jeffrey Alan Merkley,Joe Manchin III,0.0,2.0,2
Jeffrey Alan Merkley,Christopher A Coons,0.0,2.0,2
Jeffrey Alan Merkley,Richard Blumenthal,0.0,2.0,2
Jeffrey Alan Merkley,Marco Rubio,0.0,2.0,2
Jeffrey Alan Merkley,Rand Paul,0.0,2.0,2
Jeffrey Alan Merkley,John Hoeven,0.0,2.0,2
Jeffrey Alan Merkley,Mike Lee,0.0,2.0,2
Jeffrey Alan Merkley,Ronald Harold Johnson,0.0,2.0,2
Jeffrey Alan Merkley,Brian Schatz,0.0,2.0,2
Jeffrey Alan Merkley,Angus Stanley Jr King,0.0,2.0,2
Jeffrey Alan Merkley,Elizabeth Warren,2.0,0.0,2
Jeffrey Alan Merkley,Debra S Fischer,0.0,2.0,2
Jeffrey Alan Merkley,Rafael Edward Ted Cruz,2.0,0.0,2
Jeffrey Alan Merkley,Timothy Michael Kaine,0.0,2.0,2
Jeffrey Alan Merkley,Cory A Booker,1.0,1.0,2
Jeffrey Alan Merkley,Dan Sullivan,0.0,2.0,2
Jeffrey Alan Merkley,David Perdue,0.0,2.0,2
Jeffrey Alan Merkley,Joni K Ernst,0.0,2.0,2
Jeffrey Alan Merkley,Benjamin E Sasse,0.0,2.0,2
Jeffrey Alan Merkley,Thom R Tillis,0.0,2.0,2
Jeffrey Alan Merkley,Mike Rounds,0.0,2.0,2
Jeffrey Alan Merkley,Catherine Cortez Masto,0.0,2.0,2
Jeffrey Alan Merkley,Kamala D Harris,2.0,0.0,2
Jeffrey Alan Merkley,John Neely Kennedy,0.0,2.0,2
Jeffrey Alan Merkley,Doug Jones,0.0,2.0,2
Jeffrey Alan Merkley,Tina Flint Smith,0.0,2.0,2
Jeffrey Alan Merkley,Cindy Hyde Smith,0.0,2.0,2
Jeffrey Alan Merkley,Mike Braun,0.0,2.0,2
Jeffrey Alan Merkley,Joshua David Hawley,0.0,2.0,2
Jeffrey Alan Merkley,Mitt Willard Romney,0.0,2.0,2
Jeffrey Alan Merkley,Rick Scott,0.0,2.0,2
Jeffrey Alan Merkley,Kelly Loeffler,0.0,2.0,2
Jeffrey Alan Merkley,Mark Kelly,0.0,2.0,2
Jeffrey Alan Merkley,Dianne Feinstein,0.0,2.0,2
Jeffrey Alan Merkley,Patty Murray,0.0,2.0,2
Jeffrey Alan Merkley,Susan M Collins,0.0,2.0,2
Jeffrey Alan Merkley,Michael B Enzi,0.0,2.0,2
Jeffrey Alan Merkley,Richard C Shelby,0.0,2.0,2
Mark Robert Warner,Michael F Bennet,0.0,2.0,2
Mark Robert Warner,Joe Manchin III,0.0,2.0,2
Mark Robert Warner,Christopher A Coons,0.0,2.0,2
Mark Robert Warner,Richard Blumenthal,1.0,1.0,2
Mark Robert Warner,Marco Rubio,0.0,2.0,2
Mark Robert Warner,Rand Paul,0.0,2.0,2
Mark Robert Warner,John Hoeven,0.0,2.0,2
Mark Robert Warner,Mike Lee,0.0,2.0,2
Mark Robert Warner,Ronald Harold Johnson,2.0,0.0,2
Mark Robert Warner,Brian Schatz,0.0,2.0,2
Mark Robert Warner,Angus Stanley Jr King,0.0,2.0,2
Mark Robert Warner,Elizabeth Warren,2.0,0.0,2
Mark Robert Warner,Debra S Fischer,0.0,2.0,2
Mark Robert Warner,Rafael Edward Ted Cruz,2.0,0.0,2
Mark Robert Warner,Timothy Michael Kaine,2.0,0.0,2
Mark Robert Warner,Cory A Booker,2.0,0.0,2
Mark Robert Warner,Dan Sullivan,0.0,2.0,2
Mark Robert Warner,David Perdue,0.0,2.0,2
Mark Robert Warner,Joni K Ernst,0.0,2.0,2
Mark Robert Warner,Benjamin E Sasse,0.0,2.0,2
Mark Robert Warner,Thom R Tillis,0.0,2.0,2
Mark Robert Warner,Mike Rounds,0.0,2.0,2
Mark Robert Warner,Catherine Cortez Masto,1.0,1.0,2
Mark Robert Warner,Kamala D Harris,2.0,0.0,2
Mark Robert Warner,John Neely Kennedy,1.0,1.0,2
Mark Robert Warner,Doug Jones,0.0,2.0,2
Mark Robert Warner,Tina Flint Smith,0.0,2.0,2
Mark Robert Warner,Cindy Hyde Smith,0.0,2.0,2
Mark Robert Warner,Mike Braun,0.0,2.0,2
Mark Robert Warner,Joshua David Hawley,2.0,0.0,2
Mark Robert Warner,Mitt Willard Romney,0.0,2.0,2
Mark Robert Warner,Rick Scott,0.0,2.0,2
Mark Robert Warner,Kelly Loeffler,0.0,2.0,2
Mark Robert Warner,Mark Kelly,1.0,1.0,2
Mark Robert Warner,Dianne Feinstein,0.0,2.0,2
Mark Robert Warner,Patty Murray,0.0,2.0,2
Mark Robert Warner,Susan M Collins,0.0,2.0,2
Mark Robert Warner,Michael B Enzi,0.0,2.0,2
Mark Robert Warner,Richard C Shelby,0.0,2.0,2
Michael F Bennet,Joe Manchin III,0.0,2.0,2
Michael F Bennet,Christopher A Coons,0.0,2.0,2
Michael F Bennet,Richard Blumenthal,0.0,2.0,2
Michael F Bennet,Marco Rubio,0.0,2.0,2
Michael F Bennet,Rand Paul,0.0,2.0,2
Michael F Bennet,John Hoeven,0.0,2.0,2
Michael F Bennet,Mike Lee,0.0,2.0,2
Michael F Bennet,Ronald Harold Johnson,2.0,0.0,2
Michael F Bennet,Brian Schatz,0.0,2.0,2
Michael F Bennet,Angus Stanley Jr King,2.0,0.0,2
Michael F Bennet,Elizabeth Warren,2.0,0.0,2
Michael F Bennet,Debra S Fischer,0.0,2.0,2
Michael F Bennet,Rafael Edward Ted Cruz,2.0,0.0,2
Michael F Bennet,Timothy Michael Kaine,2.0,0.0,2
Michael F Bennet,Cory A Booker,0.0,2.0,2
Michael F Bennet,Dan Sullivan,0.0,2.0,2
Michael F Bennet,David Perdue,0.0,2.0,2
Michael F Bennet,Joni K Ernst,0.0,2.0,2
Michael F Bennet,Benjamin E Sasse,1.0,1.0,2
Michael F Bennet,Thom R Tillis,0.0,2.0,2
Michael F Bennet,Mike Rounds,0.0,2.0,2
Michael F Bennet,Catherine Cortez Masto,1.0,1.0,2
Michael F Bennet,Kamala D Harris,0.0,2.0,2
